ville,prix,surface,quartier,type_bien,nb_chambres,nb_salle_de_bain,url_annonce,source
Casablanca,5500.0,50.0,Belvédère,Appartement,1,1,https://www.mubawab.ma/fr/a/8203203/superbe-appartement-%C3%A0-louer-%C3%A0-belv%C3%A9d%C3%A8re-superficie-50-m%C2%B2-meubl%C3%A9,Mubawab
Casablanca,25000.0,132.0,Ain Diab,Appartement,2,2,https://www.mubawab.ma/fr/a/8276296/anfa-place-luxe-2-chambres-meuble-132m,Mubawab
Casablanca,6000.0,55.0,Bourgogne Est,Appartement,1,1,https://www.mubawab.ma/fr/a/8289497/location-studio-vide-bd-ziroui-%C3%A0-bourgogne,Mubawab
Casablanca,10000.0,75.0,Gauthier,Appartement,2,2,https://www.mubawab.ma/fr/a/8289496/superbe-appartement-%C3%A0-louer-%C3%A0-gauthier-surface-de-75-m%C2%B2-meubl%C3%A9,Mubawab
Rabat,30000.0,300.0,Riyad,Villa,5,4,https://www.mubawab.ma/fr/a/8229329/villa-f4-vide-%C3%A0-louer-%E2%80%93-hay-riad-rabat,Mubawab
Rabat,15000.0,130.0,Hassan - Centre Ville,Appartement,3,2,https://www.mubawab.ma/fr/a/8281125/appartement-rez-de-chauss%C3%A9e-meubl%C3%A9-%C3%A0-louer-%C3%A0-hassan-%E2%80%93-rabat,Mubawab
Rabat,20000.0,150.0,Souissi,Appartement,2,2,https://www.mubawab.ma/fr/a/8274453/appartement-de-luxe-%C3%A0-louer-%E2%80%93-r%C3%A9sidence-cl%C3%A9-blanche-l%E2%80%99orangeraie-de-souissi-rabat,Mubawab
Casablanca,13500.0,137.0,Gauthier,Appartement,3,2,https://www.mubawab.ma/fr/a/8286011/enti%C3%A8rement-r%C3%A9nov%C3%A9,Mubawab
Casablanca,7000.0,45.0,Bourgogne Est,Appartement,1,1,https://www.mubawab.ma/fr/a/8163910/superbe-studio-meubl%C3%A9-neuf-au-dernier-etage,Mubawab
Casablanca,7500.0,45.0,Les Hôpitaux,Appartement,1,1,https://www.mubawab.ma/fr/a/8286009/studio-neuf-meubl%C3%A9-%E2%80%93-quartier-les-hopitaux,Mubawab
Marrakech,7500.0,68.0,Guéliz,Appartement,2,1,https://www.mubawab.ma/fr/a/8232176/appartement-en-location-%C3%A0-gu%C3%A9liz-superficie-68-m%C2%B2-bien-meubl%C3%A9,Mubawab
Marrakech,11000.0,140.0,Hay Targa,Villa,2,3,https://www.mubawab.ma/fr/a/8244534/rez-de-chauss%C3%A9e-villa-de-luxe-%C3%A0-louer-%C3%A0-hay-targa-2-chambres-agr%C3%A9ables-meubl%C3%A9,Mubawab
Marrakech,7000.0,78.0,Guéliz,Appartement,2,1,https://www.mubawab.ma/fr/a/8278934/bel-appartement-en-location-%C3%A0-gu%C3%A9liz-2-chambres-agr%C3%A9ables-meubl%C3%A9,Mubawab
Rabat,23000.0,160.0,Riyad,Appartement,3,2,https://www.mubawab.ma/fr/a/8274475/appartement-f3-1-ch-perso-sdb-meubl%C3%A9-%C3%A0-louer-%E2%80%93-hay-raid-rabat,Mubawab
Marrakech,17000.0,84.0,Route Amizmiz,Appartement,2,2,https://www.mubawab.ma/fr/a/8289474/superbe-appartement-%C3%A0-louer-%C3%A0-route-amizmiz-surface-totale-84-m%C2%B2-meubl%C3%A9,Mubawab
Rabat,45000.0,650.0,Souissi,Villa,4,4,https://www.mubawab.ma/fr/a/7879295/villa-moderne-650m2-a-louer-situ%C3%A9e-%C3%A0-bassatine-el-menz-rabat,Mubawab
Rabat,45000.0,900.0,Souissi,Villa,5,3,https://www.mubawab.ma/fr/a/8126255/villa-neuve-%C3%A0-louer-%C3%A0-basatine-el-menzeh,Mubawab
Rabat,20000.0,230.0,Souissi,Appartement,3,2,https://www.mubawab.ma/fr/a/8283127/appartement-%C3%A0-louer-%E2%80%93-jnane-souissi-rabat,Mubawab
Casablanca,9000.0,54.0,Bourgogne Ouest,Appartement,1,1,https://www.mubawab.ma/fr/a/8263494/studio-tr%C3%A8s-haut-standing-%C3%A0-louer-anfa-sup,Mubawab
Marrakech,25000.0,250.0,Camp Al Ghoul,Appartement,4,4,https://www.mubawab.ma/fr/a/8289449/location-duplex-meubl%C3%A9-4-suites%E2%80%93-camp-el-ghoul,Mubawab
Tanger,12500.0,155.0,Administratif,Appartement,3,2,https://www.mubawab.ma/fr/a/8088770/appartement-%C3%A0-louer-3-chambres-avec-terrasse,Mubawab
Marrakech,9000.0,83.0,Guéliz,Appartement,2,1,https://www.mubawab.ma/fr/a/8239412/appartement-meubl%C3%A9-%C3%A0-louer-au-c%C5%93ur-de-gu%C3%A9liz,Mubawab
Marrakech,14000.0,90.0,Agdal,Appartement,2,2,https://www.mubawab.ma/fr/a/8255273/location-appartement-2-chambres-prestigia-jade,Mubawab
Marrakech,13000.0,77.0,Agdal,Appartement,2,1,https://www.mubawab.ma/fr/a/8214310/a-louer-bel-appartement-meuble-sur-golf-a-prestigia,Mubawab
Marrakech,15000.0,80.0,Agdal,Appartement,2,2,https://www.mubawab.ma/fr/a/8228747/a-louer-bel-appartement-rez-de-jardin-a-prestigia,Mubawab
Marrakech,10500.0,85.0,Agdal,Appartement,2,2,https://www.mubawab.ma/fr/a/8251024/appartement-%C3%A0-louer-%C3%A0-prestigia,Mubawab
Casablanca,8000.0,120.0,Les Hôpitaux,Appartement,3,2,https://www.mubawab.ma/fr/a/7788125/appartement-3chambres-avec-terrasse-en-location-vide-quartier-des-h%C3%B4pitaux,Mubawab
Casablanca,11000.0,130.0,Gauthier,Appartement,3,2,https://www.mubawab.ma/fr/a/8213460/location-d-un-appartement-130m2-3chambres-avec-terrasse-gauthier-casablanca,Mubawab
Casablanca,25000.0,139.0,Oasis,Appartement,3,2,https://www.mubawab.ma/fr/a/8255638/appartement-moderne-dernier-%C3%A9tage-sans-vis-%C3%A0-vis-avec-terrasses-%E2%80%93-oasis-proche-cfc,Mubawab
Casablanca,21000.0,200.0,Casablanca Finance City,Appartement,3,2,https://www.mubawab.ma/fr/a/8265221/location-appartement-casa-finance-city-3-chambres,Mubawab
Tanger,8500.0,130.0,Iberie,Appartement,3,2,https://www.mubawab.ma/fr/a/8264718/appartement-vide-%C3%A0-louer-%E2%80%93-iberia-%E2%80%93-tanger,Mubawab
Casablanca,5100.0,46.0,Bourgogne Est,Appartement,1,1,https://www.mubawab.ma/fr/a/8287163/studio-meubl%C3%A9-luxe-%C3%A0-bd-ziraoui-enface-lyautey,Mubawab
Casablanca,9500.0,100.0,Casablanca Finance City,Appartement,2,2,https://www.mubawab.ma/fr/a/8229757/tr%C3%A8s-bel-appartement-en-location-%C3%A0-casablanca-finance-city-2-chambres-agr%C3%A9ables-porte-blind%C3%A9e-antenne-parabolique,Mubawab
Casablanca,5000.0,50.0,Les Hôpitaux,Appartement,1,1,https://www.mubawab.ma/fr/a/8285477/studio-luxe-50m2-les-h%C3%B4pitaux-pr-l-h%C3%B4pital-c-h-u,Mubawab
Casablanca,8000.0,78.0,Les princesses,Appartement,2,2,https://www.mubawab.ma/fr/a/8167741/appartement-%C3%A0-louer-de-78-0-m%C2%B2-%C3%A0-casablanca-les-princesses,Mubawab
Marrakech,12000.0,80.0,Marrakech,Appartement,2,4,https://www.mubawab.ma/fr/a/8240542/appartement-%C3%A0-louer-de-80-0-m%C2%B2-%C3%A0-marrakech-lotissement-cherifia,Mubawab
Rabat,13000.0,108.0,Quartier Des Ambassades,Appartement,3,2,https://www.mubawab.ma/fr/a/8239264/appartement-%C3%A0-louer-de-108-0-m%C2%B2-%C3%A0-rabat-menzah-rabat,Mubawab
Casablanca,6500.0,128.0,Nassim 1,Appartement,3,2,https://www.mubawab.ma/fr/a/8225813/appartement-%C3%A0-louer-de-128-0-m%C2%B2-%C3%A0-casablanca-nassim,Mubawab
Casablanca,8000.0,73.0,Oasis,Appartement,2,2,https://www.mubawab.ma/fr/a/8213402/appartement-%C3%A0-louer-de-73-0-m%C2%B2-%C3%A0-casablanca-oasis,Mubawab
Casablanca,6500.0,84.0,Val Fleury,Appartement,2,3,https://www.mubawab.ma/fr/a/8239849/appartement-%C3%A0-louer-de-84-0-m%C2%B2-%C3%A0-casablanca-val-fleuri,Mubawab
Casablanca,15000.0,107.0,Ain Diab,Appartement,3,3,https://www.mubawab.ma/fr/a/8237145/appartement-%C3%A0-louer-de-107-0-m%C2%B2-%C3%A0-casablanca-ain-diab-extension-2,Mubawab
Casablanca,16000.0,202.0,Gauthier,Appartement,3,3,https://www.mubawab.ma/fr/a/8232416/appartement-%C3%A0-louer-de-202-0-m%C2%B2-%C3%A0-casablanca-gauthier,Mubawab
Marrakech,14000.0,700.0,Route de Fez,Villa,3,4,https://www.mubawab.ma/fr/a/8227692/villa-%C3%A0-louer-de-700-0-m%C2%B2-%C3%A0-marrakech-route-de-ouarzazat,Mubawab
Casablanca,15000.0,155.0,Les princesses,Appartement,3,2,https://www.mubawab.ma/fr/a/8236541/appartement-%C3%A0-louer-de-155-0-m%C2%B2-%C3%A0-casablanca-les-princesses,Mubawab
Casablanca,6900.0,66.0,Les princesses,Appartement,1,1,https://www.mubawab.ma/fr/a/8227694/appartement-%C3%A0-louer-de-66-0-m%C2%B2-%C3%A0-casablanca-les-princesses,Mubawab
Casablanca,17000.0,152.0,Les princesses,Appartement,2,2,https://www.mubawab.ma/fr/a/8162788/appartement-%C3%A0-louer-de-152-0-m%C2%B2-%C3%A0-casablanca-les-princesses,Mubawab
Marrakech,12000.0,101.0,Guéliz,Appartement,2,3,https://www.mubawab.ma/fr/a/8237154/appartement-%C3%A0-louer-de-101-0-m%C2%B2-%C3%A0-marrakech-gueliz,Mubawab
Casablanca,8500.0,76.0,Plateau (Al Batha),Appartement,1,1,https://www.mubawab.ma/fr/a/8235897/appartement-%C3%A0-louer-de-76-0-m%C2%B2-%C3%A0-casablanca-plateau,Mubawab
Marrakech,9000.0,58.0,Guéliz,Appartement,1,1,https://www.mubawab.ma/fr/a/8233005/appartement-%C3%A0-louer-de-58-0-m%C2%B2-%C3%A0-marrakech-gueliz,Mubawab
Casablanca,8000.0,181.0,Maârif Extension,Appartement,3,2,https://www.mubawab.ma/fr/a/8213420/appartement-%C3%A0-louer-de-181-0-m%C2%B2-%C3%A0-casablanca-maarif-extension,Mubawab
Casablanca,18000.0,160.0,Racine,Appartement,3,3,https://www.mubawab.ma/fr/a/8234576/appartement-%C3%A0-louer-de-160-0-m%C2%B2-%C3%A0-casablanca-racine,Mubawab
Casablanca,7500.0,118.0,Maârif Extension,Appartement,2,1,https://www.mubawab.ma/fr/a/8233003/appartement-%C3%A0-louer-de-118-0-m%C2%B2-%C3%A0-casablanca-maarif-extension,Mubawab
Marrakech,12000.0,165.0,Ennakhil (Palmeraie),Appartement,2,4,https://www.mubawab.ma/fr/a/8232415/appartement-%C3%A0-louer-de-165-0-m%C2%B2-%C3%A0-marrakech-palmeraie,Mubawab
Casablanca,7000.0,51.0,Racine,Appartement,1,2,https://www.mubawab.ma/fr/a/8231102/appartement-%C3%A0-louer-de-51-0-m%C2%B2-%C3%A0-casablanca-racine,Mubawab
Rabat,11500.0,138.0,Agdal,Appartement,3,2,https://www.mubawab.ma/fr/a/8230370/appartement-%C3%A0-louer-de-138-0-m%C2%B2-%C3%A0-rabat-agdal,Mubawab
Casablanca,11000.0,153.0,Palmier,Appartement,3,3,https://www.mubawab.ma/fr/a/8217539/appartement-%C3%A0-louer-de-153-0-m%C2%B2-%C3%A0-casablanca-palmier-maarif,Mubawab
Casablanca,9000.0,246.0,Sidi Belyout,Appartement,2,4,https://www.mubawab.ma/fr/a/8230366/appartement-%C3%A0-louer-de-246-0-m%C2%B2-%C3%A0-casablanca-quartier-bd-med-v,Mubawab
Marrakech,9000.0,201.0,Route de Safi,Villa,3,3,https://www.mubawab.ma/fr/a/8230364/villa-%C3%A0-louer-de-201-0-m%C2%B2-%C3%A0-marrakech-boulvard-moulay-abdellah-route-de-safi,Mubawab
Casablanca,12000.0,53.0,Anfa Supérieur,Appartement,1,2,https://www.mubawab.ma/fr/a/8228298/appartement-%C3%A0-louer-de-53-0-m%C2%B2-%C3%A0-casablanca-anfa-superieur,Mubawab
Casablanca,25000.0,140.0,Oasis,Appartement,3,3,https://www.mubawab.ma/fr/a/8227693/appartement-%C3%A0-louer-de-140-0-m%C2%B2-%C3%A0-casablanca-oasis,Mubawab
Casablanca,5500.0,49.0,Plateau (Al Batha),Appartement,1,2,https://www.mubawab.ma/fr/a/8226449/appartement-%C3%A0-louer-de-49-0-m%C2%B2-%C3%A0-casablanca-plateau,Mubawab
Casablanca,10000.0,259.0,Les Hôpitaux,Appartement,3,2,https://www.mubawab.ma/fr/a/8142511/appartement-%C3%A0-louer-de-259-0-m%C2%B2-%C3%A0-casablanca-hopitaux,Mubawab
Casablanca,12000.0,273.0,Les Hôpitaux,Appartement,4,3,https://www.mubawab.ma/fr/a/8137978/appartement-%C3%A0-louer-de-273-0-m%C2%B2-%C3%A0-casablanca-hopitaux,Mubawab
Casablanca,45000.0,339.0,Ain Diab,Villa,3,4,https://www.mubawab.ma/fr/a/8224901/villa-%C3%A0-louer-de-339-0-m%C2%B2-%C3%A0-casablanca-ain-diab-extension-2,Mubawab
Marrakech,8500.0,100.0,Amerchich,Appartement,2,2,https://www.mubawab.ma/fr/a/8224244/appartement-%C3%A0-louer-de-100-0-m%C2%B2-%C3%A0-marrakech-amerchich,Mubawab
Casablanca,8300.0,36.0,Oasis,Appartement,1,1,https://www.mubawab.ma/fr/a/8128901/appartement-%C3%A0-louer-de-36-0-m%C2%B2-%C3%A0-casablanca-oasis,Mubawab
Casablanca,35000.0,345.0,Ain Diab,Villa,4,4,https://www.mubawab.ma/fr/a/8223586/villa-%C3%A0-louer-de-345-0-m%C2%B2-%C3%A0-casablanca-ain-diab,Mubawab
Casablanca,38000.0,293.0,Anfa Supérieur,Villa,3,4,https://www.mubawab.ma/fr/a/8223577/villa-%C3%A0-louer-de-293-0-m%C2%B2-%C3%A0-casablanca-anfa-superieur,Mubawab
Casablanca,8000.0,54.0,Sidi Belyout,Appartement,1,2,https://www.mubawab.ma/fr/a/8223592/appartement-%C3%A0-louer-de-54-0-m%C2%B2-%C3%A0-casablanca-quartier-bd-de-bordeaux,Mubawab
Casablanca,12000.0,68.0,Bourgogne Est,Appartement,1,2,https://www.mubawab.ma/fr/a/8223588/appartement-%C3%A0-louer-de-68-0-m%C2%B2-%C3%A0-casablanca-bourgogne-sidi-belyout,Mubawab
Casablanca,10000.0,69.0,Casablanca Finance City,Appartement,1,1,https://www.mubawab.ma/fr/a/8223002/appartement-%C3%A0-louer-de-69-0-m%C2%B2-%C3%A0-casablanca-casablanca-finance-city,Mubawab
Casablanca,13500.0,104.0,Triangle d'Or,Appartement,3,2,https://www.mubawab.ma/fr/a/8202151/appartement-%C3%A0-louer-de-104-0-m%C2%B2-%C3%A0-casablanca-triangle-d-or,Mubawab
Casablanca,12000.0,61.0,Ain Diab,Appartement,1,2,https://www.mubawab.ma/fr/a/8200246/appartement-%C3%A0-louer-de-61-0-m%C2%B2-%C3%A0-casablanca-ain-diab,Mubawab
Casablanca,9500.0,91.0,Les princesses,Appartement,2,2,https://www.mubawab.ma/fr/a/8196779/appartement-%C3%A0-louer-de-91-0-m%C2%B2-%C3%A0-casablanca-les-princesses,Mubawab
Casablanca,10000.0,118.0,Les princesses,Appartement,2,2,https://www.mubawab.ma/fr/a/8198135/appartement-%C3%A0-louer-de-118-0-m%C2%B2-%C3%A0-casablanca-les-princesses,Mubawab
Casablanca,75000.0,485.0,Anfa Supérieur,Villa,6,3,https://www.mubawab.ma/fr/a/8196269/villa-%C3%A0-louer-de-485-0-m%C2%B2-%C3%A0-casablanca-anfa-superieur,Mubawab
Casablanca,9500.0,105.0,Quartier Bachkou,Appartement,2,4,https://www.mubawab.ma/fr/a/8191569/appartement-%C3%A0-louer-de-105-0-m%C2%B2-%C3%A0-casablanca-bachkou,Mubawab
Casablanca,10500.0,220.0,Mers Sultan,Appartement,3,2,https://www.mubawab.ma/fr/a/7765617/appartement-%C3%A0-louer-de-220-0-m%C2%B2-%C3%A0-casablanca-mers-sultan,Mubawab
Casablanca,13000.0,106.0,Mandarona,Appartement,3,2,https://www.mubawab.ma/fr/a/8190283/appartement-%C3%A0-louer-de-106-0-m%C2%B2-%C3%A0-casablanca-mandarouna,Mubawab
Casablanca,10000.0,132.0,Racine,Appartement,2,4,https://www.mubawab.ma/fr/a/8190282/appartement-%C3%A0-louer-de-132-0-m%C2%B2-%C3%A0-casablanca-racine,Mubawab
Casablanca,19000.0,181.0,Plateau (Al Batha),Appartement,3,2,https://www.mubawab.ma/fr/a/8185957/appartement-%C3%A0-louer-de-181-0-m%C2%B2-%C3%A0-casablanca-plateau,Mubawab
Casablanca,9000.0,128.0,Racine,Appartement,3,5,https://www.mubawab.ma/fr/a/8187398/appartement-%C3%A0-louer-de-128-0-m%C2%B2-%C3%A0-casablanca-racine,Mubawab
Casablanca,8500.0,57.0,Oasis,Appartement,1,1,https://www.mubawab.ma/fr/a/8186686/appartement-%C3%A0-louer-de-57-0-m%C2%B2-%C3%A0-casablanca-oasis,Mubawab
Casablanca,7999.0,50.0,Oasis,Appartement,1,1,https://www.mubawab.ma/fr/a/8186681/appartement-%C3%A0-louer-de-50-0-m%C2%B2-%C3%A0-casablanca-oasis,Mubawab
Casablanca,45000.0,732.0,Longchamps (Hay Al Hanâa),Villa,4,4,https://www.mubawab.ma/fr/a/8181255/villa-%C3%A0-louer-de-732-0-m%C2%B2-%C3%A0-casablanca-chantilly-hippodrome,Mubawab
Casablanca,9500.0,123.0,Bourgogne Ouest,Appartement,3,4,https://www.mubawab.ma/fr/a/8184208/appartement-%C3%A0-louer-de-123-0-m%C2%B2-%C3%A0-casablanca-bourgogne-anfa,Mubawab
Casablanca,10000.0,130.0,Maârif,Appartement,2,2,https://www.mubawab.ma/fr/a/8184196/appartement-%C3%A0-louer-de-130-0-m%C2%B2-%C3%A0-casablanca-maarif,Mubawab
Casablanca,8000.0,62.0,Bourgogne Est,Appartement,3,2,https://www.mubawab.ma/fr/a/8184172/appartement-%C3%A0-louer-de-62-0-m%C2%B2-%C3%A0-casablanca-bourgogne-sidi-belyout,Mubawab
Casablanca,9000.0,138.0,Belvédère,Appartement,3,3,https://www.mubawab.ma/fr/a/8182081/appartement-%C3%A0-louer-de-138-0-m%C2%B2-%C3%A0-casablanca-belvedere-sidi-belyout,Mubawab
Casablanca,25000.0,202.0,Palmier,Appartement,3,5,https://www.mubawab.ma/fr/a/8181269/appartement-%C3%A0-louer-de-202-0-m%C2%B2-%C3%A0-casablanca-palmier-maarif,Mubawab
Casablanca,7500.0,98.0,Bourgogne Ouest,Appartement,2,2,https://www.mubawab.ma/fr/a/8178547/appartement-%C3%A0-louer-de-98-0-m%C2%B2-%C3%A0-casablanca-bourgogne-anfa,Mubawab
Casablanca,6500.0,48.0,Ferme Bretonne (Hay Arraha),Appartement,1,1,https://www.mubawab.ma/fr/a/8172910/appartement-%C3%A0-louer-de-48-0-m%C2%B2-%C3%A0-casablanca-ferme-bretonne,Mubawab
Casablanca,6500.0,37.0,Roches Noires,Appartement,1,1,https://www.mubawab.ma/fr/a/8177748/appartement-%C3%A0-louer-de-37-0-m%C2%B2-%C3%A0-casablanca-roches-noires,Mubawab
Casablanca,11500.0,153.0,Bourgogne Est,Appartement,3,3,https://www.mubawab.ma/fr/a/8177740/appartement-%C3%A0-louer-de-153-0-m%C2%B2-%C3%A0-casablanca-bourgogne-sidi-belyout,Mubawab
Casablanca,6500.0,84.0,Bourgogne Ouest,Appartement,1,2,https://www.mubawab.ma/fr/a/8174290/appartement-%C3%A0-louer-de-84-0-m%C2%B2-%C3%A0-casablanca-bourgogne-anfa,Mubawab
Casablanca,9000.0,92.0,Racine,Appartement,1,2,https://www.mubawab.ma/fr/a/8107246/appartement-%C3%A0-louer-de-92-0-m%C2%B2-%C3%A0-casablanca-racine,Mubawab
Casablanca,14000.0,58.0,Casablanca Marina,Appartement,1,2,https://www.mubawab.ma/fr/a/8176139/appartement-%C3%A0-louer-de-58-0-m%C2%B2-%C3%A0-casablanca-casablanca-marina,Mubawab
Casablanca,5500.0,44.0,Les Hôpitaux,Appartement,1,1,https://www.mubawab.ma/fr/a/8169079/appartement-%C3%A0-louer-de-44-0-m%C2%B2-%C3%A0-casablanca-hopitaux,Mubawab
Casablanca,38000.0,264.0,Casablanca Marina,Appartement,3,3,https://www.mubawab.ma/fr/a/8167735/appartement-%C3%A0-louer-de-264-0-m%C2%B2-%C3%A0-casablanca-casablanca-marina,Mubawab
Casablanca,7500.0,40.0,Les Hôpitaux,Appartement,1,2,https://www.mubawab.ma/fr/a/8172228/appartement-%C3%A0-louer-de-40-0-m%C2%B2-%C3%A0-casablanca-hopitaux,Mubawab
Casablanca,7500.0,76.0,Belvédère,Appartement,2,2,https://www.mubawab.ma/fr/a/8172218/appartement-%C3%A0-louer-de-76-0-m%C2%B2-%C3%A0-casablanca-belvedere-roches-noires,Mubawab
Casablanca,8300.0,60.0,Triangle d'Or,Appartement,1,2,https://www.mubawab.ma/fr/a/8142550/appartement-%C3%A0-louer-de-60-0-m%C2%B2-%C3%A0-casablanca-triangle-d-or,Mubawab
Casablanca,13500.0,134.0,Bourgogne Ouest,Appartement,3,2,https://www.mubawab.ma/fr/a/8167739/appartement-%C3%A0-louer-de-134-0-m%C2%B2-%C3%A0-casablanca-bourgogne-anfa,Mubawab
Casablanca,9500.0,95.0,Bourgogne Ouest,Appartement,2,1,https://www.mubawab.ma/fr/a/8142554/appartement-%C3%A0-louer-de-95-0-m%C2%B2-%C3%A0-casablanca-bourgogne-anfa,Mubawab
Casablanca,16000.0,164.0,Racine,Appartement,3,3,https://www.mubawab.ma/fr/a/8113148/appartement-%C3%A0-louer-de-164-0-m%C2%B2-%C3%A0-casablanca-racine,Mubawab
Casablanca,8500.0,67.0,Burger,Appartement,1,2,https://www.mubawab.ma/fr/a/8062432/appartement-%C3%A0-louer-de-67-0-m%C2%B2-%C3%A0-casablanca-burger,Mubawab
Casablanca,14000.0,165.0,Maârif,Appartement,2,2,https://www.mubawab.ma/fr/a/8155923/appartement-%C3%A0-louer-de-165-0-m%C2%B2-%C3%A0-casablanca-maarif,Mubawab
Casablanca,5000.0,34.0,Maârif Extension,Appartement,1,1,https://www.mubawab.ma/fr/a/8155897/appartement-%C3%A0-louer-de-34-0-m%C2%B2-%C3%A0-casablanca-maarif-extension,Mubawab
Casablanca,5500.0,32.0,Maârif Extension,Appartement,1,1,https://www.mubawab.ma/fr/a/8155876/appartement-%C3%A0-louer-de-32-0-m%C2%B2-%C3%A0-casablanca-maarif-extension,Mubawab
Casablanca,12000.0,119.0,Ain Diab,Appartement,2,2,https://www.mubawab.ma/fr/a/8108818/appartement-%C3%A0-louer-de-119-0-m%C2%B2-%C3%A0-casablanca-sindibad,Mubawab
Casablanca,10000.0,137.0,Racine,Appartement,3,3,https://www.mubawab.ma/fr/a/8142533/appartement-%C3%A0-louer-de-137-0-m%C2%B2-%C3%A0-casablanca-racine,Mubawab
Casablanca,13000.0,119.0,Triangle d'Or,Appartement,3,3,https://www.mubawab.ma/fr/a/8107247/appartement-%C3%A0-louer-de-119-0-m%C2%B2-%C3%A0-casablanca-triangle-d-or,Mubawab
Casablanca,12000.0,150.0,Bourgogne Ouest,Appartement,3,2,https://www.mubawab.ma/fr/a/8103273/appartement-%C3%A0-louer-de-150-0-m%C2%B2-%C3%A0-casablanca-bourgogne-anfa,Mubawab
Casablanca,7500.0,48.0,Racine,Appartement,1,1,https://www.mubawab.ma/fr/a/8101505/appartement-%C3%A0-louer-de-48-0-m%C2%B2-%C3%A0-casablanca-racine,Mubawab
Casablanca,8000.0,65.0,Plateau (Al Batha),Appartement,1,1,https://www.mubawab.ma/fr/a/8078393/appartement-%C3%A0-louer-de-65-0-m%C2%B2-%C3%A0-casablanca-val-fleury,Mubawab
Casablanca,8500.0,98.0,Racine,Appartement,1,1,https://www.mubawab.ma/fr/a/8107252/appartement-%C3%A0-louer-de-98-0-m%C2%B2-%C3%A0-casablanca-racine,Mubawab
Casablanca,12500.0,88.0,Maârif,Appartement,2,4,https://www.mubawab.ma/fr/a/8072323/appartement-%C3%A0-louer-de-88-0-m%C2%B2-%C3%A0-casablanca-maarif,Mubawab
Casablanca,12500.0,113.0,Gauthier,Appartement,2,4,https://www.mubawab.ma/fr/a/8067413/appartement-%C3%A0-louer-de-113-0-m%C2%B2-%C3%A0-casablanca-gauthier,Mubawab
Casablanca,7500.0,57.0,Maârif,Appartement,1,2,https://www.mubawab.ma/fr/a/8062433/appartement-%C3%A0-louer-de-57-0-m%C2%B2-%C3%A0-casablanca-maarif,Mubawab
Casablanca,8000.0,104.0,Californie,Appartement,2,2,https://www.mubawab.ma/fr/a/8062411/appartement-%C3%A0-louer-de-104-0-m%C2%B2-%C3%A0-casablanca-californie,Mubawab
Casablanca,6500.0,92.0,Almaz,Appartement,2,2,https://www.mubawab.ma/fr/a/8014341/appartement-%C3%A0-louer-de-92-0-m%C2%B2-%C3%A0-casablanca-almaz-hay-hassani,Mubawab
Casablanca,18000.0,243.0,Gauthier,Appartement,3,3,https://www.mubawab.ma/fr/a/7966546/appartement-%C3%A0-louer-de-243-0-m%C2%B2-%C3%A0-casablanca-gauthier,Mubawab
Casablanca,18000.0,170.0,Ain Diab,Appartement,2,5,https://www.mubawab.ma/fr/a/7963642/appartement-%C3%A0-louer-de-170-0-m%C2%B2-%C3%A0-casablanca-sidi-abderrahman,Mubawab
Casablanca,15000.0,130.0,Racine,Appartement,2,1,https://www.mubawab.ma/fr/a/8128952/appartement-%C3%A0-louer-de-130-0-m%C2%B2-%C3%A0-casablanca-racine,Mubawab
Casablanca,13000.0,110.0,Triangle d'Or,Appartement,3,3,https://www.mubawab.ma/fr/a/8128927/appartement-%C3%A0-louer-de-110-0-m%C2%B2-%C3%A0-casablanca-triangle-d-or,Mubawab
Casablanca,7000.0,45.0,Palmier,Appartement,1,1,https://www.mubawab.ma/fr/a/8128926/appartement-%C3%A0-louer-de-45-0-m%C2%B2-%C3%A0-casablanca-palmier-sidi-belyout,Mubawab
Casablanca,15000.0,172.0,Triangle d'Or,Appartement,4,4,https://www.mubawab.ma/fr/a/8044400/appartement-%C3%A0-louer-de-172-0-m%C2%B2-%C3%A0-casablanca-triangle-d-or,Mubawab
Casablanca,14000.0,216.0,Bourgogne Ouest,Appartement,4,4,https://www.mubawab.ma/fr/a/8134508/appartement-%C3%A0-louer-de-216-0-m%C2%B2-%C3%A0-casablanca-bourgogne-anfa,Mubawab
Casablanca,18500.0,162.0,Ain Diab,Appartement,3,3,https://www.mubawab.ma/fr/a/8089609/appartement-%C3%A0-louer-de-162-0-m%C2%B2-%C3%A0-casablanca-sindibad,Mubawab
Casablanca,8500.0,119.0,Lekrimat,Appartement,3,2,https://www.mubawab.ma/fr/a/8133352/appartement-%C3%A0-louer-de-119-0-m%C2%B2-%C3%A0-casablanca-lekrimat,Mubawab
Casablanca,9000.0,78.0,Oasis,Appartement,1,1,https://www.mubawab.ma/fr/a/8162060/appartement-%C3%A0-louer-de-78-0-m%C2%B2-%C3%A0-casablanca-oasis,Mubawab
Casablanca,8500.0,67.0,Palmier,Appartement,1,1,https://www.mubawab.ma/fr/a/8134509/appartement-%C3%A0-louer-de-67-0-m%C2%B2-%C3%A0-casablanca-palmier-maarif,Mubawab
Casablanca,7000.0,92.0,Liberté,Appartement,2,1,https://www.mubawab.ma/fr/a/8128928/appartement-%C3%A0-louer-de-92-0-m%C2%B2-%C3%A0-casablanca-liberte,Mubawab
